AutoInc, Location-zipcode, Location-state, Location-city, Location-areacode, Location-prefix, Location-extension, Location-street, Name-First, Name-Last, Name-Gender,
3205.0, 48066, Michigan, ROSEVILLE, 586, 776, 9813, 90 WATERMAN, LAN, Smith, Female,
3206.0, 95321, California, GROVELAND, 209, 962, 9562, 14 NOB HILL, NORMA, Ludlow, Female,
3207.0, 29577, South Carolina, Myrtle Beach, 843, 205, 7522, 48 LINDEN, MICHELLE, Gorman, Female,
3208.0, 26101, West Virginia, DALLISON, 304, 295, 1548, 37 LAKEVIEW, CANDACE, Meyer, Female,
3209.0, 30101, Georgia, Acworth, 678, 574, 1110, 17 HARDWICK, NANCY, Obrien, Female,
3210.0, 24179, Virginia, STEWARTSVILLE, 540, 890, 3406, 2 BELMONT, CHERYL, Setser, Female,
3211.0, 75110, Texas, Corsicana, 903, 354, 3452, 31 MAMIE, DONNA, Mcfalls, Female,
3212.0, 75232, Texas, Dallas, 469, 567, 3460, 37 INDIAN RIDGE, SCOTT, Ackley, Male,
3213.0, 40356, Kentucky, Nicholasville, 859, 885, 0121, 28 MALLARD, LAURA, Craig, Female,
3214.0, 35806, Alabama, HUNTSVILLE, 256, 319, 7028, 30 CEDAR CREST, EDMUND, Crandall, Male,
3215.0, 32703, Florida, Apopka, 321, 322, 6451, 60 BEARDSLEY, DOMINIC, Dooley, Male,
3216.0, 43701, Ohio, ZANESVILLE, 740, 450, 2235, 38 DONOVAN, KEVIN, Wagner, Male,
3217.0, 98031, Washington, KENT, 253, 373, 2852, 304 211TH, BRADFORD, Gallegos, Male,
3218.0, 55912, Minnesota, AUSTIN, 507, 279, 0000, 153 210TH, FRANK, Moyer, Male,
3219.0, 97828, Oregon, Enterprise, 541, 426, 1491, 1 ANT FLAT, TERRY, Weisner, Male,
3220.0, 92123, California, SAN DIEGO, 619, 684, 7099, 16 GOWDY, GAIL, Smith, Female,
3221.0, 17257, Pennsylvania, SHIPPENSBURG, 717, 372, 5631, 54 WADES MOBILE HOME, NORMAN, Stewart, Male,
3222.0, 33309, Florida, Fort Lauderdale, 786, 429, 6494, 14 ROYAL PARK, RUSSELL, Erwin, Male,
3223.0, 75034, Texas, Frisco, 214, 323, 6382, 3 RAMBLING, JAN, Hurley, Female,
3224.0, 79042, Texas, HAPPY, 806, 558, 1590, 16 SONCEY, CHRISTOPHER, Boyd, Male,
3225.0, 71203, Louisiana, MONROE, 318, 342, 4676, 32 MONARCH, WILMA, Vega, Female,
3226.0, 04074, Maine, SCARBOROUGH, 207, 883, 8994, 0 GATEWAY, JENNIFER, Wilson, Female,
3227.0, 25177, West Virginia, Saint Albans, 304, 722, 7882, 2 PANDA, NELLIE, Marcus, Female,
3228.0, 76470, Texas, Ranger, 254, 647, 9330, 11 COUNTY ROAD 127, DONALD, Oren, Male,
3229.0, 49242, Michigan, CAMBRIA, 517, 357, 0298, 53 FRONTIER, IRA, Fowler, Male,
3230.0, 89001, Nevada, SAND SPRINGS, 702, 422, 0090, 6 CANYON, JAN, Troy, Female,
3231.0, 47712, Indiana, EVANSVILLE, 812, 963, 6717, 50 LAKESIDE, MICHAEL, Jones, Male,
3232.0, 08721, New Jersey, Bayville, 732, 664, 5076, 9 BLUE JAY, MATT, Mcshane, Male,
3233.0, 91016, California, Monrovia, 626, 358, 6743, 179 BRADBURY, JOYCE, Higuchi, Female,
3234.0, 37763, Tennessee, KINGSTON, 865, 316, 3291, 30 WOODY HILL, MICHEAL, Cochran, Male,
3235.0, 19934, Delaware, Camden Wyoming, 302, 697, 3783, 16 MILL, ELIZABETH, Young, Female,
3236.0, 61944, Illinois, PARIS, 217, 463, 9080, 23 612TH, ARDATH, Wade, Female,
3237.0, 83854, Idaho, Post Falls, 208, 304, 3907, 26 MANITOBA, BENNY, Collins, Male,
3238.0, 48506, Michigan, FLINT, 810, 250, 3461, 76 BORDERLINE, ZOE, Calloway, Female,
3239.0, 97229, Oregon, Portland, 503, 613, 7003, 35 TUMALO, NEIL, Nelson, Male,
3240.0, 12586, New York, Walden, 845, 778, 3392, 24 EAST, JOSE, Blain, Male,
3241.0, 89820, Nevada, Battle Mountain, 775, 635, 1126, 32 2000, DALE, Sewell, Male,
3242.0, 98208, Washington, EVERETT, 425, 349, 0423, 28 SHADOW WOOD, THOMAS, Tyler, Male,
3243.0, 90025, California, West Los Angeles, 310, 996, 3374, 299 PO BOX, NICHOLAS, Stricker, Male,
3244.0, 35565, Alabama, Haleyville, 205, 269, 5551, 23 MARCH, RUTH, Holland, Female,
3245.0, 49820, Michigan, CURTIS, 906, 586, 7120, 26 HC 1, RONALD, Fuller, Male,
3246.0, 24266, Virginia, LEBANON, 276, 495, 9266, 10 COURTNEY, ERMA, Morrow, Female,
3247.0, 35214, Alabama, Birmingham, 205, 791, 5368, 33 JENIFER, JOANNA, Young, Female,
3248.0, 92618, California, Irvine, 714, 482, 9990, 21 STRATA, SAMANTHA, Hutton, Female,
3249.0, 32466, Florida, Youngstown, 850, 819, 3103, 21 SAPP, LISA, Miles, Female,
3250.0, 14020, New York, Batavia, 585, 345, 2005, 35 EDGEWOOD, JACK, Schmidt, Male,
3251.0, 44113, Ohio, Cleveland, 216, 487, 4164, 46 19TH, FLORENCE, Ruiz, Female,
3252.0, 32464, Florida, WESTVILLE, 850, 548, 5362, 14 SAND POND, DONNA, Kowalski, Female,
3253.0, 60626, Illinois, CHICAGO, 773, 764, 0652, 950 GREENVIEW, SARAH, Baumgart, Female,
3254.0, 55126, Minnesota, Shoreview, 651, 765, 1603, 21 POND VIEW, PHILIP, Clark, Male,
3255.0, 60187, Illinois, WHEATON, 302, 517, 2201, 298 MACKENZIE, ANTHONY, Jordan, Male,
3256.0, 16923, Pennsylvania, GENESEE, 814, 228, 6318, 1 MILLSTEAD, MATTHEW, Olson, Male,
3257.0, 28269, North Carolina, Charlotte, 704, 345, 1154, 4 CRESTLAND, SHEILA, Gledhill, Female,
3258.0, 94585, California, SUISUN, 707, 437, 1748, 5 WIGEON, VERNON, Seymour, Male,
3259.0, 33852, Florida, Lake Placid, 863, 531, 4004, 7 LEWIS, JOHN, Towle, Male,
3260.0, 44460, Ohio, SALEM, 330, 222, 1810, 73 CLEVELAND, THOMAS, Lewis, Male,
3261.0, 83835, Idaho, Hayden Lake, 208, 762, 6793, 20 BARTLETT, JENNIE, Weaver, Female,
3262.0, 08610, New Jersey, WHITE HORSE, 609, 581, 2540, 3 BERNADINE, MARCELL, Schweitzer, Female,
3263.0, 23924, Virginia, Chase City, 434, 372, 2657, 30 FINNEYWOOD, WESLEY, Cooper, Male,
3264.0, 08232, New Jersey, Pleasantville, 609, 948, 1571, 76 RAILROAD, CARRIE, Weinberg, Female,
3265.0, 02324, Massachusetts, BRIDGEWATER, 508, 531, 0408, 56 SHERWOOD, DANIELLE, Cain, Female,
3266.0, 54403, Wisconsin, Wausau, 715, 302, 4778, 45 36TH, RICHARD, Clough, Male,
3267.0, 29150, South Carolina, NORTH SUMTER, 803, 565, 0872, 35 MONROE, BEATRICE, Weaver, Female,
3268.0, 83318, Idaho, Burley, 208, 650, 5696, 36 41, KRISTINA, Dawson, Female,
3269.0, 48875, Michigan, PORTLAND, 517, 647, 5180, 30 DAWN, ANDREW, Snyder, Male,
3270.0, 78840, Texas, Del Rio, 830, 298, 6014, 18 FINEGAN, JEFF, Hawk, Male,
3271.0, 32548, Florida, Fort Walton Beach, 850, 978, 0341, 31 KNOLLWOOD, VANESSA, Kelly, Female,
3272.0, 42001, Kentucky, Paducah, 270, 327, 4237, 37 CRESTVIEW, DEBRA, Johnson, Female,
3273.0, 93003, California, Ventura, 805, 645, 8733, 9 BUNSEN, CHARLES, Reyes, Male,
3274.0, 92649, California, Huntington Beach, 562, 286, 3727, 15 PHELPS, JESSICA, Meehan, Female,
3275.0, 67730, Kansas, Atwood, 308, 328, 5510, 13 ROAD T, MICHAEL, Love, Male,
3276.0, 19044, Pennsylvania, Horsham, 267, 442, 7780, 22 SUMMIT, LEIGH, Calkins, Female,
3277.0, 92225, California, PALO VERDE, 760, 854, 5372, 76 5TH, CORAL, Buffington, Female,
3278.0, 95620, California, Dixon, 707, 678, 6908, 27 HESS, MARSHALL, Hutchinson, Male,
3279.0, 10040, New York, New York, 212, 544, 4298, 1172 BROADWAY, LORENE, Larosa, Female,
3280.0, 98037, Washington, Lynnwood, 425, 741, 7823, 30 69TH, ROBERT, Ohlson, Male,
3281.0, 45692, Ohio, Wellston, 740, 384, 9351, 32 HAWK STATION, CLYDE, Carpenter, Male,
3282.0, 93608, California, CANTUA CREEK, 559, 829, 7197, 101 JUAREZ, ANTONIO, Parker, Male,
3283.0, 85032, Arizona, Phoenix, 602, 404, 8989, 251 ROSE MARIE, MICHAEL, Ramirez, Male,
3284.0, 60647, Illinois, CHICAGO, 773, 645, 0781, 1017 JONES, STEVEN, Robinson, Male,
3285.0, 49660, Michigan, MANISTEE, 231, 398, 0590, 31 CANFIELD, TARA, Thayer, Female,
3286.0, 63366, Missouri, O Fallon, 573, 212, 0282, 4 DALBOW, SUSAN, Magee, Female,
3287.0, 49721, Michigan, CHEBOYGAN, 231, 597, 1373, 3 FOLLY, MARK, Harris, Male,
3288.0, 29607, South Carolina, GREENVILLE, 864, 270, 5802, 37 CHESDEN HALL, STEPHEN, Rice, Male,
3289.0, 43017, Ohio, Dublin, 614, 789, 1600, 45 CAVALRY, CURTIS, Kane, Male,
3290.0, 45429, Ohio, Kettering, 937, 293, 6908, 48 SHARON, EMELDA, Wright, Female,
3291.0, 72082, Arkansas, KENSETT, 501, 742, 1033, 18 GARRIERL, CHRISTENA, Manzella, Female,
3292.0, 32303, Florida, Tallahassee, 850, 298, 9349, 31 GRENOBLE, THOMAS, Harris, Male,
3293.0, 67005, Kansas, Arkansas City, 580, 448, 8872, 38 CREEK, BRUCE, Jasper, Male,
3294.0, 73107, Oklahoma, OKLA CITY, 405, 602, 4358, 170 VERMONT, CHARLES, Goodrow, Male,
3295.0, 02169, Massachusetts, QUINCY, 508, 300, 8429, 12 SCAMMELL, FRANCES, Cobb, Female,
3296.0, 89108, Nevada, Las Vegas, 702, 645, 2786, 67 DON GASPAR, COLLEEN, Watts, Female,
3297.0, 92630, California, El Toro, 949, 206, 0979, 46 OSWEGO, GEORGIA, Maxim, Female,
3298.0, 06355, Connecticut, MYSTIC, 860, 536, 5697, 28 RAM POINT, ANN, Kingsbury, Female,
3299.0, 03570, New Hampshire, BERLIN, 603, 342, 9714, 28 RUSSIAN, CAROLYN, Hubbard, Female,
3300.0, 85040, Arizona, Phoenix, 520, 251, 0611, 228 WIER, LORI, Wallace, Female,
3301.0, 76031, Texas, Cleburne, 214, 251, 3157, 99 MANSFIELD, DANNY, Black, Male,
3302.0, 28144, North Carolina, Salisbury, 704, 421, 6125, 28 MAPLE, ESTHER, Chen, Female,
3303.0, 21784, Maryland, SYKESVILLE, 410, 781, 2595, 34 SARAH, ALLEN, Mortenson, Male,
3304.0, 53508, Wisconsin, BELLEVILLE, 608, 424, 8767, 15 COUNTY ROAD U, NINA, Johnson, Female,
3305.0, 48173, Michigan, ROCKWOOD, 734, 379, 8467, 35 ADAM BROWN, JULIA, Salvatore, Female,
3306.0, 15221, Pennsylvania, WILKINSBURG, 412, 241, 2357, 32 MCKELVEY, KING, Cook, Male,
3307.0, 47710, Indiana, Evansville, 812, 401, 0113, 34 CHADWICK, MELISSA, Warne, Female,
3308.0, 50501, Iowa, Fort Dodge, 515, 570, 5524, 61 GARFIELD, PATRICIA, Smith, Female,
3309.0, 93291, California, Visalia, 559, 732, 7951, 55 THOMPSON, KATHLEEN, Wolfe, Female,
3310.0, 61401, Illinois, Galesburg, 309, 344, 5648, 71 US HIGHWAY 150, KEVIN, Saenz, Male,
3311.0, 01906, Massachusetts, SAUGUS, 781, 233, 7049, 42 WESTLAND, WILLIAM, Dickson, Male,
3312.0, 83703, Idaho, BOISE, 208, 853, 4975, 25 CHARLESTON, DAWN, Luttrell, Female,
3313.0, 08060, New Jersey, MOUNT HOLLY, 609, 261, 4114, 33 NORTHUMBERLAND, CHRIS, Shaffer, Male,
3314.0, 76010, Texas, Arlington, 682, 236, 2121, 83 SAN MARTIN, DONALD, Burleson, Male,
3315.0, 78624, Texas, Fredericksburg, 830, 835, 6772, 15 CAMELOT FARMS, JEFFREY, Herrington, Male,
3316.0, 28021, North Carolina, Cherryville, 704, 435, 0261, 13 COLONIAL, SHARON, Martin, Female,
3317.0, 77092, Texas, HOUSTON, 281, 308, 2652, 153 SAMPLEY, STEVEN, Bugg, Male,
3318.0, 68739, Nebraska, HARTINGTON, 402, 254, 5426, 40 PARK, MARTHA, Roberts, Female,
3319.0, 32208, Florida, Jacksonville, 904, 713, 7966, 43 4TH, KEVIN, Acuna, Male,
3320.0, 65775, Missouri, West Plains, 417, 255, 9833, 27 COUNTY ROAD 6300, CARL, Hahn, Male,
3321.0, 53588, Wisconsin, SPRING GREEN, 608, 588, 6249, 11 BAKER, ROSE, Williams, Female,
3322.0, 39401, Mississippi, Hattiesburg, 601, 610, 1878, 38 RUTH EZELL, BONNIE, Foreman, Female,
3323.0, 01876, Massachusetts, TEWKSBURY, 978, 640, 5838, 6 SERENITY, GLORIA, Howerton, Female,
3324.0, 93277, California, GOSHEN, 559, 651, 9720, 121 JACKIE, LINDA, Ramos, Female,
3325.0, 30629, Georgia, COMER, 706, 783, 0865, 8 DELLA SLATON, CAROLE, Zamora, Female,
3326.0, 58734, North Dakota, DONNYBROOK, 701, 482, 7487, 0 PARK, JEAN, Balas, Female,
3327.0, 78735, Texas, Austin, 512, 358, 6814, 31 WIER HILLS, LOUIS, Collins, Male,
3328.0, 96730, Hawaii, KAAAWA, 808, 237, 5253, 84 PO BOX, STEVEN, Lopresti, Male,
3329.0, 18966, Pennsylvania, Churchville, 215, 357, 9056, 0 SAWMILL, HESTER, Townsend, Female,
3330.0, 95037, California, Morgan Hill, 408, 776, 8653, 51 DE WITT, MELISSA, Fontenot, Female,
3331.0, 77962, Texas, GANADO, 361, 771, 4481, 11 COUNTY ROAD 277, JAMIE, Jones, Male,
3332.0, 07740, New Jersey, LONG BRANCH, 732, 870, 3343, 33 REID, MARK, Harmon, Male,
3333.0, 01950, Massachusetts, NEWBURYPORT, 978, 462, 7994, 24 FINNEGAN, DAVID, Rubenstein, Male,
3334.0, 71674, Arkansas, WATSON, 870, 644, 1811, 13 SILO, JASON, Permenter, Male,
3335.0, 59870, Montana, STEVENSVILLE, 406, 777, 3192, 17 SUNNYSIDE CEMETERY, JOHN, Mason, Male,
3336.0, 21108, Maryland, DORRS CORNER, 410, 923, 9996, 42 CEDARCROFT, YVONNE, Mangrum, Female,
3337.0, 66075, Kansas, PLEASANTON, 660, 447, 1493, 8 TUCKER, LORI, Alvarez, Female,
3338.0, 58501, North Dakota, Bismarck, 701, 250, 9096, 127 28TH, SANDRA, Gallop, Female,
3339.0, 64130, Missouri, Kansas City, 816, 923, 2373, 218 CHELSEA, THEDA, Beatty, Female,
3340.0, 38858, Mississippi, NETTLETON, 662, 963, 0210, 3 DOZIER, GAIL, Clark, Female,
3341.0, 58075, North Dakota, WAHPETON, 218, 641, 1479, 38 WESTERN, RAYMOND, Valdez, Male,
3342.0, 01826, Massachusetts, DRACUT, 978, 674, 6637, 12 NATURES, GRACE, Eyman, Female,
3343.0, 93307, California, Bakersfield, 661, 300, 0666, 5 MULLER, DOROTHY, Haring, Female,
3344.0, 85710, Arizona, Tucson, 520, 721, 2444, 105 BERKSHIRE, MARY, Bastarache, Female,
3345.0, 59860, Montana, FINLEY POINT, 406, 883, 4375, 5 ATWEN, ALEXANDER, Dutton, Male,
3346.0, 17356, Pennsylvania, Red Lion, 717, 244, 3592, 18 SUMMIT, DOUGLAS, Karn, Male,
3347.0, 30467, Georgia, HILLTONIA, 912, 564, 0025, 32 WALNUT, PAULINA, Beltz, Female,
3348.0, 60640, Illinois, Chicago, 773, 271, 9197, 1288 PO BOX, MARY, Schleicher, Female,
3349.0, 45365, Ohio, Sidney, 937, 494, 2413, 5 MARVIN GENE, ALBERTA, Stocker, Female,
3350.0, 45439, Ohio, Dayton, 937, 281, 9208, 12 TRAIL ON, JOSEPH, Cook, Female,
3351.0, 91016, California, Monrovia, 626, 256, 8453, 138 SHERMAN, MICHAEL, Ortiz, Male,
3352.0, 01742, Massachusetts, CONCORD, 978, 734, 6246, 26 GARLAND, FERDINAND, Bell, Male,
3353.0, 72315, Arkansas, BLYTHEVILLE, 573, 720, 3417, 14 COUNTY ROAD 731, CLAIR, Blaylock, Male,
3354.0, 49408, Michigan, FENNVILLE, 269, 227, 4473, 30 MARY, DAVID, Ferrer, Male,
3355.0, 02048, Massachusetts, Mansfield, 774, 302, 6744, 32 LAWNDALE, MATTIE, Vincent, Female,
3356.0, 49047, Michigan, Dowagiac, 269, 782, 4133, 5 HUCKLEBERRY, ADA, Gosnell, Female,
3357.0, 45601, Ohio, Chillicothe, 740, 703, 6803, 33 ROBINSON, WILLIE, Pepin, Male,
3358.0, 92115, California, San Diego, 619, 229, 5166, 179 CLEO, MARIAN, Davis, Female,
3359.0, 13617, New York, Canton, 315, 714, 8883, 18 HARRISON, MARGART, Kramer, Female,
3360.0, 98520, Washington, ABERDEEN, 360, 591, 5766, 50 DRAKE PT, BARBARA, White, Female,
3361.0, 96720, Hawaii, KAWAILANI, 808, 920, 3995, 25 ALOALO, CAROLA, Duran, Female,
3362.0, 71801, Arkansas, BODCAW, 870, 722, 6238, 46 HEMPSTEAD 145, LISA, Hann, Female,
3363.0, 73401, Oklahoma, ARDMORE AIR PARK, 580, 238, 7446, 1 K, STACY, Winfrey, Female,
3364.0, 79924, Texas, EL PASO, 915, 587, 4662, 62 TIBER, JOHN, Goldner, Male,
3365.0, 14616, New York, Rochester, 585, 663, 5007, 70 BRIARCLIFF, STEVEN, Slater, Male,
3366.0, 53105, Wisconsin, BURLINGTON, 262, 537, 4081, 24 COYOTE, PATRICIA, Truitt, Female,
3367.0, 65610, Missouri, BILLINGS, 417, 695, 3168, 8 MAPLES, SHERMAN, Shaffer, Male,
3368.0, 78223, Texas, SAN ANTONIO, 210, 633, 6301, 79 TOUMEY OAK, BRYAN, Burgess, Male,
3369.0, 85711, Arizona, Tucson, 520, 514, 2088, 2 4TH, NAOMI, Lalonde, Female,
3370.0, 98335, Washington, GIG HARBOR, 253, 851, 2703, 10 HOLLYCROFT, RYAN, Sharpe, Male,
3371.0, 59457, Montana, Lewistown, 406, 350, 9268, 9 UTICA, LOLA, Jenkins, Female,
3372.0, 11368, New York, Corona, 718, 592, 3899, 1025 46TH, JOSHUA, Molloy, Male,
3373.0, 45133, Ohio, HILLSBORO, 937, 588, 1231, 25 ROUNDHEAD, MARY, Buie, Female,
3374.0, 46041, Indiana, FRANKFORT, 765, 258, 3390, 63 HAMILTON, BRANDI, Mills, Female,
3375.0, 83202, Idaho, Pocatello, 208, 238, 1594, 51 PREAKNESS, EDA, Weatherly, Female,
3376.0, 92345, California, SUMMIT VALLEY, 760, 948, 7536, 95 KINGSLEY, TYRONE, Toman, Male,
3377.0, 80027, Colorado, LOUISVILLE, 303, 604, 8072, 74 HIGHWAY 42, TYLER, Fisher, Male,
3378.0, 22401, Virginia, Fredericksburg, 540, 736, 4541, 35 GREENBRIER, ANTHONY, Jones, Male,
3379.0, 92201, California, Indio, 760, 342, 7852, 38 VENTURA, FRANK, Perkins, Male,
3380.0, 48342, Michigan, PONTIAC, 810, 209, 6303, 37 BALBOA, JENNA, Harper, Female,
3381.0, 11758, New York, Massapequa, 516, 541, 4393, 117 WOOD, OSCAR, Shore, Male,
3382.0, 95135, California, San Jose, 408, 274, 6288, 20 MOORFOOT, COURTNEY, Ortiz, Female,
3383.0, 43138, Ohio, Logan, 740, 380, 2083, 22 WHITETAIL, VINCENT, Morris, Male,
3384.0, 98273, Washington, CONWAY, 360, 422, 6271, 47 LARSON, MILDRED, Bainter, Female,
3385.0, 14450, New York, Fairport, 585, 755, 4453, 7 LOWER HILL, SANDRA, Morris, Female,
3386.0, 90650, California, Norwalk, 562, 406, 2064, 297 ALONDRA, MICHAEL, Wood, Male,
3387.0, 68114, Nebraska, Omaha, 402, 313, 6415, 200 106TH, GLADYS, Newland, Female,
3388.0, 14572, New York, Wayland, 585, 728, 9191, 16 BECKER, ROOSEVELT, Manning, Male,
3389.0, 50208, Iowa, NEWTON, 641, 831, 0133, 106 HOWE, JEFF, Leonard, Male,
3390.0, 16428, Pennsylvania, North East, 814, 725, 4359, 47 CAROL, LENORE, Converse, Female,
3391.0, 63104, Missouri, Saint Louis, 314, 254, 4371, 133 RUTGER, CHRISTOPHER, Larosa, Male,
3392.0, 92807, California, Anaheim, 714, 280, 0956, 28 CHALICE, BRYAN, Wilson, Male,
3393.0, 59701, Montana, Butte, 406, 479, 5956, 26 JUPITER, DOROTHY, Newman, Female,
3394.0, 93455, California, Santa Maria, 805, 934, 7217, 29 CIELO, LISA, Billingsley, Female,
3395.0, 29730, South Carolina, Rock Hill, 803, 323, 3456, 3 PARK, PHYLLIS, Clift, Female,
3396.0, 76705, Texas, WACO, 254, 412, 0136, 14 COLEMAN, DONALD, Rivas, Male,
3397.0, 33043, Florida, Big Pine Key, 305, 515, 5738, 6 23RD, KELLY, Messick, Male,
3398.0, 44146, Ohio, BEDFORD, 440, 232, 3372, 50 HICKS, DAVID, Kiley, Male,
3399.0, 03055, New Hampshire, MILFORD, 603, 249, 4610, 5 APPLE BLOSSOM, ROGER, Marston, Male,
3400.0, 42431, Kentucky, MADISONVILLE, 270, 912, 3271, 43 NEELIE WEBB, SARAH, Westra, Female,
3401.0, 54501, Wisconsin, Rhinelander, 715, 272, 1334, 18 RAMBLING, DANNY, Brackett, Male,
3402.0, 28803, North Carolina, Asheville, 828, 768, 2800, 27 PELHAM, AMBER, Hernandez, Female,
3403.0, 18101, Pennsylvania, Allentown, 267, 443, 4369, 47 BRYAN, TED, Varela, Male,
3404.0, 60462, Illinois, ORLAND PARK, 708, 403, 7754, 43 DANBURY, SARAH, Nash, Female,
3405.0, 81625, Colorado, Craig, 970, 824, 0159, 46 MCCOY, TAMMY, Longwell, Female,
3406.0, 01109, Massachusetts, SPRINGFIELD, 413, 782, 5028, 31 MONTFORD, ROBERT, Wise, Male,
3407.0, 48183, Michigan, TRENTON, 734, 486, 5670, 33 HALL, JOHN, Lewis, Male,
3408.0, 68601, Nebraska, DUNCAN, 402, 564, 4983, 36 ROAD D, MARIE, Wheeler, Female,
3409.0, 48429, Michigan, Durand, 989, 288, 6124, 66 LENAWEE, JANIE, Riley, Female,
3410.0, 30720, Georgia, DALTON, 678, 399, 5472, 23 PRIVIT, EMMA, Palmer, Female,
3411.0, 02540, Massachusetts, FALMOUTH, 508, 457, 9445, 9 EMMONS, WILLIAM, Mcelvain, Male,
3412.0, 78566, Texas, LOS FRESNOS, 956, 233, 3333, 38 CARNATION, FLOYD, Cresswell, Male,
3413.0, 80015, Colorado, AURORA, 303, 627, 1283, 206 PARKER, SERGIO, Smith, Male,
3414.0, 93312, California, Bakersfield, 661, 589, 4905, 12 DINO RIDGE, CATHY, Duncan, Female,
3415.0, 89512, Nevada, RENO, 775, 221, 4324, 18 NYALA, DAVID, Robles, Male,
3416.0, 16373, Pennsylvania, EMLENTON, 724, 867, 7867, 9 BURNS CAMP, ROBERT, Lanza, Male,
3417.0, 14519, New York, Ontario, 315, 524, 3706, 49 FISHER, CONNIE, Smith, Female,
3418.0, 19104, Pennsylvania, Philadelphia, 215, 901, 5325, 56 LOWBER, JEFF, Smith, Male,
3419.0, 61284, Illinois, EDGINGTON, 309, 791, 2524, 58 147TH, BRIAN, Evans, Male,
3420.0, 73942, Oklahoma, GUYMON, 719, 461, 4315, 57 JOHNSON, BYRON, Lynam, Male,
3421.0, 90250, California, Hawthorne, 310, 973, 0915, 370 132ND, MAURICE, Hill, Male,
3422.0, 49007, Michigan, KALAMAZOO, 269, 381, 9335, 33 MARTIN, AMBER, Jones, Female,
3423.0, 44505, Ohio, YOUNGSTOWN, 330, 568, 5820, 28 SPRINGDALE, DOUGLAS, Rose, Male,
3424.0, 50315, Iowa, Des Moines, 515, 256, 8680, 163 DUNHAM, TERRY, Peterson, Female,
3425.0, 42064, Kentucky, MARION, 270, 704, 3431, 8 STATE ROUTE 1901, RALPH, Hall, Male,
3426.0, 38116, Tennessee, Memphis, 662, 342, 9899, 94 PINE HOLLOW, RICHARD, Archer, Male,
3427.0, 60647, Illinois, CHICAGO, 773, 252, 4531, 101 SAINT LOUIS, BARBARA, Taylor, Female,
3428.0, 92646, California, Huntington Beach, 714, 378, 7522, 0 YACHT, SANDRA, Brown, Female,
3429.0, 70458, Louisiana, Slidell, 985, 646, 9448, 47 CARR, JEAN, Rich, Female,
3430.0, 07060, New Jersey, PLAINFIELD, 908, 668, 2263, 75 BUTTFIELD, ROSALIE, Hartnett, Female,
3431.0, 29210, South Carolina, COLUMBIA, 803, 331, 1065, 66 SAINT ANDREWS TERRACE, JOHN, Williams, Male,
3432.0, 94533, California, Fairfield, 707, 423, 0286, 82 BROCKTON, CHARLES, Motley, Male,
3433.0, 41075, Kentucky, Fort Thomas, 859, 301, 0938, 28 ELMWOOD, RICHARD, Vandemark, Male,
3434.0, 16823, Pennsylvania, Pleasant Gap, 814, 353, 2610, 10 MEDICAL PARK, JOE, Morgan, Male,
3435.0, 24416, Virginia, Buena Vista, 540, 261, 5312, 24 MAYAPPLE, ANN, Pyatt, Female,
3436.0, 78829, Texas, BATESVILLE, 830, 376, 4631, 4 PO BOX, LESLIE, Richards, Female,
3437.0, 23323, Virginia, Chesapeake, 757, 487, 8983, 39 TWILIGHT ARCH, CARMAN, Vail, Female,
3438.0, 82901, Wyoming, Rock Springs, 307, 774, 4870, 32 COLIMA, MICHAEL, Johnson, Male,
3439.0, 08046, New Jersey, WILLINGBORO, 609, 877, 4903, 76 NEW POND, KEITH, Hernandez, Male,
3440.0, 34698, Florida, Dunedin, 727, 735, 7833, 0 LAUREL, ROBERT, Archuleta, Male,
3441.0, 60620, Illinois, Chicago, 773, 846, 6959, 333 WALLACE, MARGARET, Lesh, Female,
3442.0, 43228, Ohio, NEW ROME, 614, 878, 2220, 58 ARBROOK, TERRY, Kelly, Female,
3443.0, 72401, Arkansas, Jonesboro, 870, 631, 8523, 38 WOODSPOINT, MICHAEL, Plummer, Male,
3444.0, 31636, Georgia, LAKE PARK, 229, 559, 0402, 3 TRAVIS, DAVID, Ransom, Male,
3445.0, 78028, Texas, KERRVILLE, 830, 329, 7664, 15 POND, DAVID, Youngblood, Male,
3446.0, 96826, Hawaii, Honolulu, 808, 946, 9024, 326 KAAHA, ANTONIO, Huffman, Male,
3447.0, 47369, Indiana, PENNVILLE, 260, 731, 0777, 23 LITTLE JOHN, GARRET, Espinosa, Male,
3448.0, 19933, Delaware, BRIDGEVILLE, 302, 337, 3499, 25 LILY MEADOW, TRACEY, Jacobi, Female,
3449.0, 12305, New York, Schenectady, 518, 388, 2870, 58 PARK, DON, Donaldson, Male,
3450.0, 60134, Illinois, GENEVA, 630, 232, 7845, 3 PO BOX, RAMON, Randolph, Male,
3451.0, 93065, California, Simi Valley, 805, 418, 2998, 18 PINECLIFF, SUSAN, Stewart, Female,
3452.0, 72653, Arkansas, MALLARD POINT, 870, 425, 8394, 5 HUNTSMANS, JUSTIN, Anderson, Male,
3453.0, 38116, Tennessee, MEMPHIS, 731, 293, 1961, 74 AUBER, CASSIE, Walls, Female,
3454.0, 30263, Georgia, Newnan, 678, 423, 2677, 10 ROCKCRESS, WILLIAM, Campbell, Male,
3455.0, 85023, Arizona, PHOENIX, 602, 896, 3017, 200 SHADY GLEN, BERTHA, Cummings, Female,
